Candidato - nome de urna;SG_PARTIDO;DS_NACIONALIDADE;NR_IDADE_DATA_POSSE;DS_GENERO;DS_GRAU_INSTRUCAO;DS_ESTADO_CIVIL;DS_COR_RACA;ST_DECLARAR_BENS
MILO DA DISTRIBUIDORA;PTC;BRASILEIRA NATA;53;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);PRETA;S
MILTINHO CGE;PDT;BRASILEIRA NATA;44;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;S
MIRAMAR;PV;BRASILEIRA NATA;57;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;SOLTEIRO(A);PRETA;S
MISAEL DA RADIO FAVELA;PMN;BRASILEIRA NATA;60;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
MISSIONÁRIA ANDRÉIA RIBEIRO;AVANTE;BRASILEIRA NATA;38;FEMININO;SUPERIOR INCOMPLETO;CASADO(A);PARDA;S
MISSIONÁRIA CIDA;PSB;BRASILEIRA NATA;57;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;SOLTEIRO(A);PARDA;N
MISSIONÁRIA CLÉSSIA;AVANTE;BRASILEIRA NATA;57;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;N
MISSIONÁRIA IRACEMA;PSB;BRASILEIRA NATA;65;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;DIVORCIADO(A);PARDA;S
MISSIONÁRIA LILIAN DIAS;MDB;BRASILEIRA NATA;48;FEMININO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);PRETA;S
MISSIONARIA MARILANDE BRANDÃO;REPUBLICANOS;BRASILEIRA NATA;48;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;N
MISSIONÁRIA VERA LUCIA;PMN;BRASILEIRA NATA;73;FEMININO;ENSINO FUNDAMENTAL COMPLETO;DIVORCIADO(A);PRETA;S
MOACIR BELOTE BELLOLOTTE;PTC;BRASILEIRA NATA;60;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
MOAMED RACHID;PTB;BRASILEIRA NATA;57;MASCULINO;SUPERIOR INCOMPLETO;DIVORCIADO(A);BRANCA;S
MOISÉS PINHEIRO;PV;BRASILEIRA NATA;47;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);PARDA;N
MONICA FERREIRA;PDT;BRASILEIRA NATA;44;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;S
MONIQUE DO ODONTOLÓGICO;SOLIDARIEDADE;BRASILEIRA NATA;48;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
MUCA;PL;BRASILEIRA NATA;36;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;S
MÚCIO MASE;PTC;BRASILEIRA NATA;58;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;S
MULHERES NEGRAS SIM;PSOL;BRASILEIRA NATA;34;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);PRETA;S
MUTUM BATERIAS;PATRIOTA;BRASILEIRA NATA;54;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);BRANCA;S
NAJLA RODRIGUES;PRTB;BRASILEIRA NATA;21;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;N
NANAN DO GALO DOIDO;PTB;BRASILEIRA NATA;34;MASCULINO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);BRANCA;S
NANDO CABELEIREIRO;PP;BRASILEIRA NATA;56;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;S
NARCISO JOSE;PSL;BRASILEIRA NATA;41;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;N
NATALIA ESTHER;PSDB;BRASILEIRA NATA;35;FEMININO;ENSINO MÉDIO COMPLETO;SEPARADO(A) JUDICIALMENTE;BRANCA;N
NATÁLIA GRANATO;PSOL;BRASILEIRA NATA;26;FEMININO;SUPERIOR INCOMPLETO;SOLTEIRO(A);PRETA;S
NATÁLIA SEVERINO;AVANTE;BRASILEIRA NATA;33;FEMININO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
NATALIE;NOVO;BRASILEIRA NATA;53;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
NATHÁLIA MORAES;PTB;BRASILEIRA NATA;33;FEMININO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
NATY GOMES;PROS;BRASILEIRA NATA;35;FEMININO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);PARDA;S
NAYSSA LYERE;PROS;BRASILEIRA NATA;26;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
NEGO DÊ;PSOL;BRASILEIRA NATA;35;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;S
NEIDE DA PADARIA;DC;BRASILEIRA NATA;72;FEMININO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRANCA;S
NEIDE DUARTE;PODE;BRASILEIRA NATA;53;FEMININO;LÊ E ESCREVE;CASADO(A);PARDA;N
NEIDINHA PACHECO;PT;BRASILEIRA NATA;62;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
NEILA BATISTA;PT;BRASILEIRA NATA;59;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;S
NELI MARTINS;SOLIDARIEDADE;BRASILEIRA NATA;69;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;S
NELMA TAMIRIS;PSDB;BRASILEIRA NATA;28;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;N
NELSON DE MELLO DANTAS FILHO;PDT;BRASILEIRA NATA;55;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
NELY AQUINO;PODE;BRASILEIRA NATA;48;FEMININO;SUPERIOR INCOMPLETO;CASADO(A);PARDA;S
NELY VIEIRA;DC;BRASILEIRA NATA;38;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;S
NENECA DO POVÃO;PL;BRASILEIRA NATA;39;FEMININO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);PARDA;S
NENÉM DA FARMÁCIA;PTC;BRASILEIRA NATA;58;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);BRANCA;S
NERISVALDO BATISTA;DEM;BRASILEIRA NATA;60;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
NETO;REDE;BRASILEIRA NATA;58;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PRETA;N
NEUSINHA;PRTB;BRASILEIRA NATA;72;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;N
NEY MOURÃO;CIDADANIA;BRASILEIRA NATA;55;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;S
NEY ORNELAS;AVANTE;BRASILEIRA NATA;38;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;S
NICO FUTBURGUER;PTC;BRASILEIRA NATA;55;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
NICOLAU DA RUA ACRE;PTC;BRASILEIRA NATA;68;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;DIVORCIADO(A);BRANCA;S
NICOLE DIAS;PT;BRASILEIRA NATA;43;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;SOLTEIRO(A);BRANCA;S
NIKOLAS FERREIRA;PRTB;BRASILEIRA NATA;24;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;N
NILDÃO SÓ ALEGRIA;PROS;BRASILEIRA NATA;55;MASCULINO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);PRETA;S
NIRLANDO OLIVEIRA;PSL;BRASILEIRA NATA;57;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;N
NIVALDO DAS VASSOURAS;PSDB;BRASILEIRA NATA;59;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;S
NIVALDO NUNES;PSD;BRASILEIRA NATA;61;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);PARDA;S
NÍVIA SANTOS;SOLIDARIEDADE;BRASILEIRA NATA;34;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;S
NOBRU;PATRIOTA;BRASILEIRA NATA;39;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
NONATO DO CRUZEIRO;AVANTE;BRASILEIRA NATA;53;MASCULINO;ENSINO MÉDIO INCOMPLETO;DIVORCIADO(A);BRANCA;S
NORMA VENÂNCIO;MDB;BRASILEIRA NATA;65;FEMININO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);PRETA;N
NÓS POR NÓS;PSOL;BRASILEIRA NATA;46;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;S
NUNES BACHAREL;PC do B;BRASILEIRA NATA;40;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;N
OBADIAS PAIXÃO;PSDB;BRASILEIRA NATA;63;MASCULINO;LÊ E ESCREVE;SOLTEIRO(A);PARDA;N
ODILON ARAÚJO;DEM;BRASILEIRA NATA;66;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;N
ODILON PAIVA;PSOL;BRASILEIRA NATA;56;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);PRETA;S
OILSO FONSECA;DEM;BRASILEIRA NATA;47;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;S
ONILSON CASSIANO;PSB;BRASILEIRA NATA;50;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);PARDA;N
ONOFRE MAIA;CIDADANIA;BRASILEIRA NATA;53;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;DIVORCIADO(A);PARDA;N
OROZANA PRATES;PSD;BRASILEIRA NATA;59;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;S
OSCAR NUNES;PSB;BRASILEIRA NATA;65;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
OSEAS SOARES;PMN;BRASILEIRA NATA;51;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);BRANCA;S
OSVALDO DANTAS;REPUBLICANOS;BRASILEIRA NATA;72;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);PARDA;S
OTÁVIO MAIA;NOVO;BRASILEIRA NATA;40;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
PABLITO;PODE;BRASILEIRA NATA;36;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;S
PABLO FIGUEIREDO;REDE;BRASILEIRA NATA;33;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;S
PADILHA;PSD;BRASILEIRA NATA;41;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
PADRE JEFFERSON;PL;BRASILEIRA NATA;51;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;N
PADRE SÁVIO;MDB;BRASILEIRA NATA;58;MASCULINO;LÊ E ESCREVE;SOLTEIRO(A);BRANCA;S
PASCOAL;PSC;BRASILEIRA NATA;54;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;DIVORCIADO(A);PARDA;N
PASSARINHO;PC do B;BRASILEIRA NATA;62;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);PARDA;S
PASTOR ANTONIO;PL;BRASILEIRA NATA;48;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);PRETA;S
PASTOR ARTHUR MOURA;MDB;BRASILEIRA NATA;50;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
PASTOR ARTUR;DEM;BRASILEIRA NATA;60;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRANCA;S
PASTOR JUNIOR VILA VERDE;PSDB;BRASILEIRA NATA;30;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);PARDA;S
PASTOR LAZARO;PSB;BRASILEIRA NATA;31;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;S
PASTOR RICHARD SANDER;DC;BRASILEIRA NATA;34;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
PASTOR WARLEI DIAS;PODE;BRASILEIRA NATA;52;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);PRETA;S
PASTORA ANA;PL;BRASILEIRA NATA;54;FEMININO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);PRETA;S
PASTORA CARLA;PSC;BRASILEIRA NATA;40;FEMININO;LÊ E ESCREVE;CASADO(A);PARDA;S
PASTORA JACQUELINE LELIS;PL;BRASILEIRA NATA;40;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;N
PASTORA LUCINÉIA;MDB;BRASILEIRA NATA;51;FEMININO;LÊ E ESCREVE;CASADO(A);PRETA;S
PASTORA SILVANA;PTC;BRASILEIRA NATA;41;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;N
PATI LEIVA;PSD;BRASILEIRA NATA;37;FEMININO;SUPERIOR COMPLETO;SEPARADO(A) JUDICIALMENTE;BRANCA;N
PATRÍCIA DIAS;PTB;BRASILEIRA NATA;48;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;S
PATRÍCIA MARCELINO;PC do B;BRASILEIRA NATA;46;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;N
PATRÍCIA MIRANDA;PTB;BRASILEIRA NATA;38;FEMININO;ENSINO MÉDIO INCOMPLETO;CASADO(A);PARDA;S
PATRICIA MIRANDA (PATH);PATRIOTA;BRASILEIRA NATA;58;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;S
PATRICIA REGINA;DC;BRASILEIRA NATA;51;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PRETA;N
PATRÍCIO THOMÉ;PP;BRASILEIRA NATA;51;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;S
PATY DO CHEVETTE;DEM;BRASILEIRA NATA;41;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;S
PAULA ANDRADE;PDT;BRASILEIRA NATA;57;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;N
PAULA CAMARGOS;PSDB;BRASILEIRA NATA;29;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;N
PAULÃO;PC do B;BRASILEIRA NATA;73;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);PRETA;S
PAULINHO ALELUIA;REPUBLICANOS;BRASILEIRA NATA;54;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;N
PAULINHO CABELEREIRO;PTB;BRASILEIRA NATA;56;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
PAULO COSTA;PL;BRASILEIRA NATA;44;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);INDÍGENA;S
PAULO DA AGÊNCIA DE CARROS;REPUBLICANOS;BRASILEIRA NATA;48;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;S
PAULO DO MERCADO;MDB;BRASILEIRA NATA;52;MASCULINO;LÊ E ESCREVE;CASADO(A);PRETA;N
PAULO FERREIRA;PRTB;BRASILEIRA NATA;31;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;N
PAULO HENRIQUE PH;SOLIDARIEDADE;BRASILEIRA NATA;48;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;S
PAULO LOBATO;PL;BRASILEIRA NATA;44;MASCULINO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);PARDA;S
PAULO NOGUEIRA BARÉ;PODE;BRASILEIRA NATA;47;MASCULINO;LÊ E ESCREVE;SOLTEIRO(A);BRANCA;S
PAULO ROBERTO;PRTB;BRASILEIRA NATA;60;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;N
PAULO VÍTOR VARGAS;NOVO;BRASILEIRA NATA;29;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
PC SANTOS;REDE;BRASILEIRA NATA;51;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
PEDRÃO DO BAIRRO SÃO JOSÉ;PL;BRASILEIRA NATA;54;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
PEDRÃO DO DEPÓSITO;CIDADANIA;BRASILEIRA NATA;51;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;S
PEDRO BUENO;CIDADANIA;BRASILEIRA NATA;37;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;S
PEDRO GABRIEL;PCB;BRASILEIRA NATA;24;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);PARDA;S
PEDRO JORGE;PC do B;BRASILEIRA NATA;68;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;S
PEDRO LÉLIS;PROS;BRASILEIRA NATA;34;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
PEDRO PATRUS;PT;BRASILEIRA NATA;43;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;S
PEDRO SALES;PSB;BRASILEIRA NATA;25;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;N
PEDRO SANTANA;AVANTE;BRASILEIRA NATA;27;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRANCA;S
PEDRO VINÍCIUS;PL;BRASILEIRA NATA;23;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PARDA;S
PELE CHAVEIRO;PSC;BRASILEIRA NATA;74;MASCULINO;LÊ E ESCREVE;CASADO(A);PARDA;N
PELÉ FILETO;PSDB;BRASILEIRA NATA;43;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;S
PERISVALDO RODRIGUES;PT;BRASILEIRA NATA;36;MASCULINO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);PRETA;S
PETERSON SILVA;PSC;BRASILEIRA NATA;28;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
PETRÔNIO MATIAS;REDE;BRASILEIRA NATA;68;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
PETRONIO MIRANDA;PSL;BRASILEIRA NATA;43;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;N
PIMENTA DO DEPÓSITO;DEM;BRASILEIRA NATA;63;MASCULINO;LÊ E ESCREVE;CASADO(A);PRETA;S
PIRES;PMN;BRASILEIRA NATA;54;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;S
PITA CAMPINENSE;CIDADANIA;BRASILEIRA NATA;45;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);PARDA;S
PITANGUI DO ESPORTE;REPUBLICANOS;BRASILEIRA NATA;55;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
PLURAL;UP;BRASILEIRA NATA;32;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;S
POLIANA DO MLB;UP;BRASILEIRA NATA;33;FEMININO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);BRANCA;S
POLLETO NEVES-PALHAÇO BISCOITO;PL;BRASILEIRA NATA;63;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);BRANCA;S
POLLY DO AMARAL;PSOL;BRASILEIRA NATA;42;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
POMPITO LOVE;PV;BRASILEIRA NATA;39;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;S
PR JORGE LEAL;PSL;BRASILEIRA NATA;67;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
PREGUINHO MEU REI;PTB;BRASILEIRA NATA;55;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);PARDA;S
PRETO;DEM;BRASILEIRA NATA;60;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;S
PRETO DA PRETONET;PTB;BRASILEIRA NATA;43;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;S
PRICILA CERDEIRA;PSL;BRASILEIRA NATA;26;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
PRISCILA TORRES;REPUBLICANOS;BRASILEIRA NATA;31;FEMININO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);PARDA;N
PROF DANIEL PORTUGAL;PODE;BRASILEIRA NATA;50;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
PROF MAURILIO SANTIAGO;PODE;BRASILEIRA NATA;50;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
PROF WAGNER CARVALHO;PSOL;BRASILEIRA NATA;54;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
PROF. MARIA JOSÉ RUGGIO;PATRIOTA;BRASILEIRA NATA;68;FEMININO;LÊ E ESCREVE;CASADO(A);PARDA;S
PROF. TOLENTINO;CIDADANIA;BRASILEIRA NATA;54;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
PROFESSOR ALEXSANDRO;PC do B;BRASILEIRA NATA;40;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;S
PROFESSOR BANDEIRA;PRTB;BRASILEIRA NATA;68;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
PROFESSOR BRUNÃO;PL;BRASILEIRA NATA;38;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
PROFESSOR CARLOS;PATRIOTA;BRASILEIRA NATA;67;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;S
PROFESSOR CLAUDINEY DULIM;AVANTE;BRASILEIRA NATA;52;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
PROFESSOR CRESIO EDUARDO;SOLIDARIEDADE;BRASILEIRA NATA;50;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;S
PROFESSOR DANIEL NERY;REDE;BRASILEIRA NATA;34;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
PROFESSOR FÁBIO CARDOSO;PRTB;BRASILEIRA NATA;40;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;S
PROFESSOR FABIO HENRI;PV;BRASILEIRA NATA;54;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
PROFESSOR FRANCISCO FOUREAUX;PDT;BRASILEIRA NATA;42;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
PROFESSOR GIVANILDO;PATRIOTA;BRASILEIRA NATA;43;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;S
PROFESSOR JAQUES BRAGA;PDT;BRASILEIRA NATA;46;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;S
PROFESSOR JORGE BRUNO;SOLIDARIEDADE;BRASILEIRA NATA;59;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;S
PROFESSOR JULIANO LOPES;PTC;BRASILEIRA NATA;48;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;S
PROFESSOR JUVENAL;REDE;BRASILEIRA NATA;39;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;S
PROFESSOR LORIVAL JR.;REDE;BRASILEIRA NATA;43;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
PROFESSOR MARCÃO;PDT;BRASILEIRA NATA;56;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);PARDA;N
PROFESSOR MÁRCIO BORGES;SOLIDARIEDADE;BRASILEIRA NATA;67;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
PROFESSOR MÁRIO PATRIOTA;REPUBLICANOS;ESTRANGEIRO;76;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
PROFESSOR MIRO GRAFITE;PL;BRASILEIRA NATA;59;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;S
PROFESSOR NEULER;PSD;BRASILEIRA NATA;65;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
PROFESSOR PAULO;MDB;BRASILEIRA NATA;52;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
PROFESSOR RAFAEL FROIS;PDT;BRASILEIRA NATA;38;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;S
PROFESSOR RAICKSON;PRTB;BRASILEIRA NATA;59;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);PRETA;S
PROFESSOR RODRIGO BORGES;SOLIDARIEDADE;BRASILEIRA NATA;49;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
PROFESSOR WANDSON MOURÃO;SOLIDARIEDADE;BRASILEIRA NATA;49;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;S
PROFESSOR WESLEY MORAES;PDT;BRASILEIRA NATA;30;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
PROFESSORA ADELIA;PL;BRASILEIRA NATA;59;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;S
PROFESSORA AIRAN;PDT;BRASILEIRA NATA;64;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;S
PROFESSORA ANA MARIA;REDE;BRASILEIRA NATA;59;FEMININO;SUPERIOR COMPLETO;CASADO(A);AMARELA;S
PROFESSORA ANTONIA;PSC;BRASILEIRA NATA;50;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PARDA;S
PROFESSORA AUGUSTA;PC do B;BRASILEIRA NATA;57;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;S
PROFESSORA CARLA RENATA;PTB;BRASILEIRA NATA;43;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
PROFESSORA CLÁUDIA SANTOS;SOLIDARIEDADE;BRASILEIRA NATA;49;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
PROFESSORA DENISE LEAL;PV;BRASILEIRA NATA;43;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
PROFESSORA DORA;CIDADANIA;BRASILEIRA NATA;54;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;N
PROFESSORA DUDA SALABERT;PDT;BRASILEIRA NATA;39;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
PROFESSORA ELISETE;PDT;BRASILEIRA NATA;62;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);PRETA;S
PROFESSORA FLÁVIA RITA;AVANTE;BRASILEIRA NATA;40;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
PROFESSORA IOLANE;PODE;BRASILEIRA NATA;50;FEMININO;SUPERIOR COMPLETO;CASADO(A);PRETA;S
PROFESSORA MARA TELLES;PC do B;BRASILEIRA NATA;56;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
